id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
L-1128002_4011,"Шльопанці Качка дорослі","Колір: Бежевий, Розмір: 37/38",https://yes.shoes/wp-content/uploads/2022/06/182984269.webp,https://yes.shoes/product/shlopantsi-kachka-dorosli/?attribute_pa_color=bezhevyi&attribute_pa_size=37-38,"Акції, Бестселер, Дитячі, Дорослі","Yes Shoes",799UAH,in stock,L-1128_3965,,"https://yes.shoes/wp-content/uploads/2022/06/182984312.webp,https://yes.shoes/wp-content/uploads/2022/06/182984363.webp,https://yes.shoes/wp-content/uploads/2022/06/182984269.webp,https://yes.shoes/wp-content/uploads/2022/06/182984300.webp,https://yes.shoes/wp-content/uploads/2022/06/182984352.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,630UAH,new,published,,,,,,,
L-1128001_4010,"Шльопанці Качка дорослі","Колір: Бежевий, Розмір: 35/36",https://yes.shoes/wp-content/uploads/2022/06/182984269.webp,https://yes.shoes/product/shlopantsi-kachka-dorosli/?attribute_pa_color=bezhevyi&attribute_pa_size=35-36,"Акції, Бестселер, Дитячі, Дорослі","Yes Shoes",799UAH,in stock,L-1128_3965,,"https://yes.shoes/wp-content/uploads/2022/06/182984312.webp,https://yes.shoes/wp-content/uploads/2022/06/182984363.webp,https://yes.shoes/wp-content/uploads/2022/06/182984269.webp,https://yes.shoes/wp-content/uploads/2022/06/182984300.webp,https://yes.shoes/wp-content/uploads/2022/06/182984352.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,630UAH,new,published,,,,,,,
L-1086014_3961,"В'єтнамки Баг","Колір: Чорний, Розмір: 38/39",https://yes.shoes/wp-content/uploads/2022/06/bug_5_17_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=black&attribute_pa_size=38-39,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086003_3958,"В'єтнамки Баг","Колір: Рожевий, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/bug_1_13_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=pink&attribute_pa_size=40-41,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086002_3957,"В'єтнамки Баг","Колір: Рожевий, Розмір: 38/39",https://yes.shoes/wp-content/uploads/2022/06/bug_1_13_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=pink&attribute_pa_size=38-39,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086001_3956,"В'єтнамки Баг","Колір: Рожевий, Розмір: 36/37",https://yes.shoes/wp-content/uploads/2022/06/bug_1_13_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=pink&attribute_pa_size=36-37,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086008_3955,"В'єтнамки Баг","Колір: Зелений, Розмір: 38/39",https://yes.shoes/wp-content/uploads/2022/06/bug_2_14_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=green&attribute_pa_size=38-39,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086007_3954,"В'єтнамки Баг","Колір: Зелений, Розмір: 36/37",https://yes.shoes/wp-content/uploads/2022/06/bug_2_14_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=green&attribute_pa_size=36-37,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086028_3953,"В'єтнамки Баг","Колір: Жовтий, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=yellow&attribute_pa_size=44-45,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086027_3952,"В'єтнамки Баг","Колір: Жовтий, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=yellow&attribute_pa_size=42-43,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086006_3951,"В'єтнамки Баг","Колір: Жовтий, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=yellow&attribute_pa_size=40-41,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086005_3950,"В'єтнамки Баг","Колір: Жовтий, Розмір: 38/39",https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=yellow&attribute_pa_size=38-39,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086004_3949,"В'єтнамки Баг","Колір: Жовтий, Розмір: 36/37",https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=yellow&attribute_pa_size=36-37,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086019_3947,"В'єтнамки Баг","Колір: Білий, Розмір: 38/39",https://yes.shoes/wp-content/uploads/2022/06/bug_4_16_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=bilyi&attribute_pa_size=38-39,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086017_3928,"В'єтнамки Баг","Колір: Чорний, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/bug_13_8_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=black&attribute_pa_size=44-45,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086016_3927,"В'єтнамки Баг","Колір: Чорний, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/bug_13_8_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=black&attribute_pa_size=42-43,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086015_3926,"В'єтнамки Баг","Колір: Чорний, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/bug_5_17_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=black&attribute_pa_size=40-41,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-592110-1_3923,"В'єтнамки Баг","Колір: Зелений, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/bug_7_2_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=green&attribute_pa_size=40-41,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086022_3922,"В'єтнамки Баг","Колір: Білий, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/bug_14_9_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=bilyi&attribute_pa_size=44-45,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086021_3921,"В'єтнамки Баг","Колір: Білий, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/bug_14_9_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=bilyi&attribute_pa_size=42-43,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-1086020_3920,"В'єтнамки Баг","Колір: Білий, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/bug_4_16_.jpg,https://yes.shoes/product/v-ietnamky-bah/?attribute_pa_color=bilyi&attribute_pa_size=40-41,"Бестселер, Дорослі","Yes Shoes",820UAH,in stock,L-1086_3919,,"https://yes.shoes/wp-content/uploads/2022/06/bug_3_15_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_17_12_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_11_6_.jpg,https://yes.shoes/wp-content/uploads/2022/06/bug_15_10_.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
L-592103_3807,"Щльопанці Панк","Колір: Чорний, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/punk_2_3_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=black&attribute_pa_size=44-45,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592102_3806,"Щльопанці Панк","Колір: Чорний, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/punk_2_3_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=black&attribute_pa_size=42-43,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592101_3805,"Щльопанці Панк","Колір: Чорний, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/punk_2_3_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=black&attribute_pa_size=40-41,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592112_3804,"Щльопанці Панк","Колір: Зелений, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/punk_3_4_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=green&attribute_pa_size=44-45,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592111_3803,"Щльопанці Панк","Колір: Зелений, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/punk_3_4_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=green&attribute_pa_size=42-43,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592110_3802,"Щльопанці Панк","Колір: Зелений, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/punk_3_4_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=green&attribute_pa_size=40-41,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592106_3801,"Щльопанці Панк","Колір: Білий, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/punk_1_2_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=bilyi&attribute_pa_size=44-45,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592105_3800,"Щльопанці Панк","Колір: Білий, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/punk_1_2_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=bilyi&attribute_pa_size=42-43,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
L-592104_3799,"Щльопанці Панк","Колір: Білий, Розмір: 40/41",https://yes.shoes/wp-content/uploads/2022/06/punk_1_2_11zon.jpg,https://yes.shoes/product/pank/?attribute_pa_color=bilyi&attribute_pa_size=40-41,"Дорослі","Yes Shoes",750UAH,in stock,L-5921_3798,,"https://yes.shoes/wp-content/uploads/2022/06/O1CN01LyTYK21UooduzoTh6_2206808572565-0-cib_12_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_7_8_11zon.jpg,https://yes.shoes/wp-content/uploads/2022/06/punk_4_5_11zon.jpg",,,new,published,,,,,,,
wc_post_id_3733,"Комфорт","Колір: Чорний, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/comfort_2.webp,https://yes.shoes/product/komfort/?attribute_pa_color=black&attribute_pa_size=44-45,"Дорослі","Yes Shoes",825UAH,out of stock,wc_post_id_3724,,"https://yes.shoes/wp-content/uploads/2022/06/comfort_1-1.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_3.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_5.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_6.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_7.webp",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
wc_post_id_3732,"Комфорт","Колір: Чорний, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/comfort_2.webp,https://yes.shoes/product/komfort/?attribute_pa_color=black&attribute_pa_size=42-43,"Дорослі","Yes Shoes",825UAH,out of stock,wc_post_id_3724,,"https://yes.shoes/wp-content/uploads/2022/06/comfort_1-1.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_3.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_5.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_6.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_7.webp",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
wc_post_id_3731,"Комфорт","Колір: Білий, Розмір: 44/45",https://yes.shoes/wp-content/uploads/2022/06/comfort_1-1.webp,https://yes.shoes/product/komfort/?attribute_pa_color=bilyi&attribute_pa_size=44-45,"Дорослі","Yes Shoes",825UAH,out of stock,wc_post_id_3724,,"https://yes.shoes/wp-content/uploads/2022/06/comfort_3.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_5.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_6.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_7.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_8.webp",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
wc_post_id_3730,"Комфорт","Колір: Білий, Розмір: 42/43",https://yes.shoes/wp-content/uploads/2022/06/comfort_1-1.webp,https://yes.shoes/product/komfort/?attribute_pa_color=bilyi&attribute_pa_size=42-43,"Дорослі","Yes Shoes",825UAH,in stock,wc_post_id_3724,,"https://yes.shoes/wp-content/uploads/2022/06/comfort_3.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_5.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_6.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_7.webp,https://yes.shoes/wp-content/uploads/2022/06/comfort_8.webp",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,690UAH,new,published,,,,,,,
